id,Kecamatan,Kelurahan,Komuditas,Deskripsi,Harga
,Mandonga,Korumba,Ikan Nila,"Ikan nila segar, cocok untuk masakan goreng atau panggang.","30.000,00"
,Mandonga,Korumba,Ikan Kepala Ular,"Ikan kepala ular segar, kaya akan nutrisi untuk keluarga.","97.000,00"
,Mandonga,Korumba,Ikan Bulan-bulan,Dapatkan ikan bulan-bulan segar berkualitas untuk masakan lezat.,"77.000,00"
,Mandonga,Korumba,Kacang Kapri,"Kacang kapri ini segar, alami, dan bebas pestisida. Pilihan tepat untuk Anda yang peduli kesehatan dan lingkungan","28.000,00"
,Mandonga,Korumba,Pare,Pare segar dengan harga Rp 9.000/450g. Pas untuk tambahan sayur bening. Pare ini kaya akan serat dan nutrisi penting yang baik untuk tubuh. Ideal untuk masakan sehat dan seimbang. Tambahkan ke dalam sup atau tumisan Anda untuk manfaat kesehatan yang maksimal,"9.000,00"
,Mandonga,Korumba,Labu Air,"Labu air segar seharga Rp 100.000 per kilogram, cocok untuk stok sayuran di rumah. Labu ini memberikan rasa segar dan tekstur lembut pada berbagai masakan Anda","100.000,00"
,Mandonga,Korumba,Terong,"Terong segar seharga Rp 41.500 per 1.5 kilogram, ideal untuk hidangan vegetarian atau vegan","41.500,00"
,Mandonga,Korumba,Brokoli,Tambahkan brokoli segar ke dalam menu sehat harian Anda!,"32.000,00"
,Mandonga,Korumba,Kubis,Segarkan hidangan Anda dengan kubis organik seharga Rp 12.000 per kilogram!,"12.000,00"
,Mandonga,Korumba,Capsicum/Paprika,"Paprika premium dengan rasa manis dan pedas, cocok untuk segala jenis masakan!","27.000,00"
,Mandonga,Korumba,Wortel,"Wortel organik langsung dari petani lokal, pilihan sehat untuk keluarga Anda!","8.000,00"
,Mandonga,Korumba,Kembang Kol,"""Kembang kol berkualitas, Rp24.000 per kilo. Pas untuk berbagai masakan, dari tumis hingga panggang. Segera pesan di toko kami, kembang kol ini segar dan bergizi","24.000,00"
,Mandonga,Korumba,Timun,"Timun segar dari kebun, per buah hanya Rp1.800. Ideal untuk salad atau jus segar. Langsung dari petani lokal","1.800,00"
,Mandonga,Korumba,Pepaya,"epaya matang pilihan, hanya Rp9.250 per 1/2 kilo. Sempurna untuk salad buah atau jus segar. Segera pesan di toko kami dan nikmati!","9.250,00"
,Mandonga,Korumba,Kentang,"Kentang segar dan renyah, per 1/2 kilo Rp6.300. Ideal untuk berbagai jenis hidangan. ","6.300,00"
,Mandonga,Korumba,Labu,"Labu premium mengandung serat tinggi, dijual per buah seharga Rp12.000. Ideal untuk membantu pencernaan Anda. Pesan sekarang dan nikmati manfaat gizi dari labu segar ini","12.000,00"
,Mandonga,Korumba,Lobak,"Lobak pilihan terbaik, per buah Rp5.600. Ideal untuk salad atau acar. Pesan sekarang dan nikmati kesegarannya","5.600,00"
,Mandonga,Korumba,Tomat,"Tomat merah dan segar, dijual per buah dengan harga Rp1.500. Ideal buat salad atau jus tomat. Tomatnya manis dan segar, ayo buruan beli sebelum kehabisan!","1.500,00"
,Mandonga,Labibia,Ikan Bandeng,"Ikan bandeng segar, kaya akan nutrisi untuk menu harian Anda.","31.000,00"
,Mandonga,Labibia,Ikan Lele,"Ikan Lele segar, sumber protein tinggi untuk keluarga Anda.","18.500,00"
,Mandonga,Labibia,Ikan Betok,"Ikan betok segar, kaya akan gizi untuk keluarga.","29.000,00"
,Mandonga,Labibia,Belut Air Tawar,"Belut air tawar segar, pilihan terbaik untuk keluarga Anda.","72.000,00"
,Mandonga,Labibia,Ikan Emas,"Ikan emas segar, untuk masakan sehari-hari yang nikmat.","51.000,00"
,Mandonga,Labibia,Ikan Gurami,Pilihan terbaik ikan gurami segar untuk menu harian.,"62.000,00"
,Mandonga,Labibia,Ikan Mas Rumput,"Ikan mas rumput segar, cocok untuk berbagai masakan lezat.","50.000,00"
,Mandonga,Labibia,Ikan Buntal Bintik Hijau,"Ikan buntal bintik hijau segar, langsung dari kolam ke dapur Anda.","168.000,00"
,Mandonga,Labibia,Ikan Belida,"Ikan belida segar, sumber protein yang kaya untuk keluarga.","103.000,00"
,Mandonga,Labibia,Ikan Belanak,"Ikan belanak segar, cocok untuk masakan panggang atau goreng.","62.000,00"
,Mandonga,Labibia,Ikan Kiper,Rasakan kelezatan ikan kiper segar di setiap hidangan.,"37.000,00"
,Mandonga,Labibia,Ikan Mas Perak,"Ikan mas perak segar, sumber protein yang kaya untuk keluarga.","36.000,00"
,Mandonga,Labibia,Ikan Nila,"Ikan nila segar, sempurna untuk berbagai olahan kuliner.","32.000,00"
,Mandonga,Labibia,Ikan Kepala Ular,Dapatkan ikan kepala ular segar berkualitas untuk masakan lezat.,"100.000,00"
,Mandonga,Labibia,Ikan Bulan-bulan,"Ikan bulan-bulan segar, kaya akan nutrisi untuk keluarga.","68.000,00"
,Mandonga,Labibia,Kacang Kapri,Rasakan kacang kapri yang manis dan renyah ini sebagai tambahan dalam soto atau sup ayam. Menambah tekstur dan rasa,"27.500,00"
,Mandonga,Labibia,Pare,"Pare segar dengan harga Rp 13.500/675g. Lebih banyak untuk menu diet Anda. Pare ini membantu menjaga kesehatan pencernaan dan kaya akan vitamin. Sempurna untuk variasi menu harian Anda, tambahkan ke dalam masakan favorit Anda","13.500,00"
,Mandonga,Labibia,Labu Air,"Labu air segar seharga Rp 105.000 per kilogram, pilihan sempurna untuk menjaga kesehatan Anda. Labu ini rendah kalori dan kaya serat, membantu menjaga kesehatan pencernaan","105.000,00"
,Mandonga,Labibia,Terong,"Terong segar hanya Rp 42.000 per 2 kilogram, sempurna untuk membuat berbagai jenis masakan sehat","42.000,00"
,Mandonga,Labibia,Brokoli,"Brokoli berkualitas, langsung dari kebun ke meja Anda!","30.000,00"
,Mandonga,Labibia,Kubis,"Kubis pilihan terbaik untuk menu sehat Anda, sekarang hanya Rp 11.000 per kilogram!","11.000,00"
,Mandonga,Labibia,Capsicum/Paprika,"Paprika merah, hijau, dan kuning segar, ideal untuk salad sehat dan segar!","26.500,00"
,Mandonga,Labibia,Wortel,Tambahkan wortel berkualitas tinggi ke dalam hidangan Anda untuk rasa dan kesehatan optimal!,"15.000,00"
,Mandonga,Labibia,Kembang Kol,"Kembang kol segar, dijual per buah Rp11.500. Cocok untuk membuat salad segar atau sup hangat. Langsung dari kebun, segera pesan dan rasakan kesegarannya","11.500,00"
,Mandonga,Labibia,Timun,"imun hijau segar, per buah Rp2.200. Sempurna untuk hidangan sehat seperti salad dan lalapan. Pesan sekarang!","2.200,00"
,Mandonga,Labibia,Pepaya,"Pepaya segar dari kebun, per 1/2 kilo Rp10.250. Cocok untuk jus segar atau tambahan salad. Langsung dari petani, segera pesan!","10.250,00"
,Mandonga,Labibia,Kentang,"Kentang pilihan terbaik, hanya Rp6.600 per 1/2 kilo. Sempurna untuk berbagai olahan masakan. ","6.600,00"
,Mandonga,Labibia,Labu,"Labu segar kaya akan antioksidan, hanya Rp11.000 per buah. Sempurna untuk meningkatkan sistem kekebalan tubuh Anda. ","11.000,00"
,Mandonga,Labibia,Lobak,"Lobak segar kaya akan vitamin C, hanya Rp5.000 per buah. Bagus untuk meningkatkan daya tahan tubuh Anda. ","5.000,00"
,Mandonga,Labibia,Tomat,"Ayo, ayo, tomat segar baru panen! Dijual per kilo cuma Rp10.000. Cocok buat sambal, tumis, atau lalapan. Segera beli di lapak kami, tomatnya merah merona dan manis, langsung dari kebun!","10.000,00"
,Mandonga,Mandonga,Ikan Bandeng,Pilihan terbaik ikan bandeng segar untuk sajian spesial.,"36.000,00"
,Mandonga,Mandonga,Ikan Lele,Pilihan terbaik ikan Lele segar untuk menu harian.,"23.500,00"
,Mandonga,Mandonga,Ikan Betok,Pilihan terbaik ikan betok segar untuk menu harian.,"33.500,00"
,Mandonga,Mandonga,Belut Air Tawar,"Belut air tawar segar, mudah diolah menjadi berbagai hidangan.","68.000,00"
,Mandonga,Mandonga,Ikan Emas,"Ikan emas segar, pilihan terbaik untuk keluarga Anda.","54.000,00"
,Mandonga,Mandonga,Ikan Gurami,"Ikan gurami segar, sempurna untuk berbagai jenis masakan.","70.000,00"
,Mandonga,Mandonga,Ikan Mas Rumput,"Ikan mas rumput segar, sempurna untuk masakan goreng atau bakar.","48.000,00"
,Mandonga,Mandonga,Ikan Buntal Bintik Hijau,"Ikan buntal bintik hijau berkualitas, segar dan bergizi.","169.000,00"
,Mandonga,Mandonga,Ikan Belida,Pilihan ikan belida segar terbaik untuk sajian spesial.,"100.000,00"
,Mandonga,Mandonga,Ikan Belanak,Rasakan kelembutan ikan belanak segar di setiap hidangan.,"63.000,00"
,Mandonga,Mandonga,Ikan Kiper,"Ikan kiper segar, langsung dari perairan ke meja makan.","35.000,00"
,Mandonga,Mandonga,Ikan Mas Perak,"Ikan mas perak segar, langsung dari kolam ke meja makan.","31.000,00"
,Mandonga,Mandonga,Ikan Nila,Pilihan ikan nila segar terbaik untuk masakan sehari-hari.,"34.000,00"
,Mandonga,Mandonga,Ikan Kepala Ular,"Ikan kepala ular segar, pilihan tepat untuk hidangan spesial.","110.000,00"
,Mandonga,Mandonga,Ikan Bulan-bulan,Pilihan ikan bulan-bulan segar terbaik untuk menu harian.,"72.000,00"
,Mandonga,Mandonga,Kacang Kapri,Mau camilan sehat dan praktis? Kacang kapri ini bisa dimakan langsung atau dengan saus favorit Anda.,"37.000,00"
,Mandonga,Mandonga,Pare,Pare segar dengan harga Rp 19.000/950g. Banyak untuk stok sayuran sehat. Pare ini memiliki rasa pahit yang khas namun menyehatkan. Cocok untuk berbagai jenis masakan sehat dan seimbang. Pilihan tepat untuk menjaga kesehatan keluarga,"19.000,00"
,Mandonga,Mandonga,Labu Air,"Labu air segar seharga Rp 110.000 per kilogram, sangat cocok untuk tambahan menu diet Anda. Labu ini memberikan rasa segar dan nutrisi yang penting untuk tubuh.","110.000,00"
,Mandonga,Mandonga,Terong,"Terong segar seharga Rp 43.500 per 2 kilogram, memberikan rasa segar dan lezat pada masakan Anda","43.500,00"
,Mandonga,Mandonga,Brokoli,"Brokoli kami, segar dan penuh gizi, siap menemani hidangan Anda!","35.000,00"
,Mandonga,Mandonga,Kubis,"Kubis lokal segar dari petani, hanya Rp 10.500 per kilogram!","10.500,00"
,Mandonga,Mandonga,Capsicum/Paprika,"Paprika segar langsung dari kebun lokal, penuh nutrisi dan rasa!","25.500,00"
,Mandonga,Mandonga,Wortel,"Wortel segar dengan warna oranye cerah, cocok untuk segala jenis masakan!","9.500,00"
,Mandonga,Mandonga,Kembang Kol,"Kembang kol segar dan renyah, per kilo hanya Rp20.500. Sempurna untuk hidangan sehat dan lezat. Pesan sekarang di toko kami dan nikmati kualitas terbaik","20.500,00"
,Mandonga,Mandonga,Timun,"Timun segar baru panen, per buah Rp2.000. Cocok untuk jus atau lalapan. Langsung dari kebun, segera pesan!","2.000,00"
,Mandonga,Mandonga,Pepaya,"Pepaya manis dan segar, dijual per 1/2 kilo Rp9.750. Ideal untuk camilan sehat atau hidangan penutup. Segera pesan sekarang","9.750,00"
,Mandonga,Mandonga,Kentang,"Kentang segar dan bergizi, per 1/2 kilo Rp6.400. Cocok untuk olahan kentang goreng atau panggang. ","6.400,00"
,Mandonga,Mandonga,Labu,"Labu berkualitas dengan vitamin C melimpah, dijual per buah Rp10.500. Cocok untuk meningkatkan daya tahan tubuh Anda. Segera pesan dan nikmati khasiatnya","10.500,00"
,Mandonga,Mandonga,Lobak,"Lobak berkualitas tinggi dengan serat tinggi, dijual per buah seharga Rp5.500. Ideal untuk pencernaan yang sehat. ","5.500,00"
,Mandonga,Mandonga,Tomat,"Ayo, ayo, tomat segar baru panen! Dijual per kilo cuma Rp10.000. Cocok buat sambal, tumis, atau lalapan. Segera beli di lapak kami, tomatnya merah merona dan manis, langsung dari kebun!","10.000,00"
,Mandonga,Wawonbalata,Ikan Bandeng,Nikmati kelembutan ikan bandeng segar di setiap hidangan.,"35.000,00"
,Mandonga,Wawonbalata,Ikan Lele,"Ikan Lele segar, cocok untuk berbagai masakan lezat.","27.000,00"
,Mandonga,Wawonbalata,Ikan Betok,"Ikan betok segar, sempurna untuk berbagai jenis masakan.","31.000,00"
,Mandonga,Wawonbalata,Belut Air Tawar,"Belut air tawar segar, langsung dari kolam ke dapur Anda.","74.000,00"
,Mandonga,Wawonbalata,Ikan Emas,"Ikan emas segar, mudah diolah menjadi berbagai hidangan.","46.000,00"
,Mandonga,Wawonbalata,Ikan Gurami,"Ikan gurami segar, cocok untuk masakan berkuah atau goreng.","72.000,00"
,Mandonga,Wawonbalata,Ikan Mas Rumput,Rasakan kelembutan ikan mas rumput segar di setiap hidangan.,"45.000,00"
,Mandonga,Wawonbalata,Ikan Buntal Bintik Hijau,Rasakan kelembutan ikan buntal bintik hijau segar di setiap hidangan.,"155.000,00"
,Mandonga,Wawonbalata,Ikan Belida,"Ikan belida segar, sempurna untuk berbagai olahan kuliner.","99.000,00"
,Mandonga,Wawonbalata,Ikan Belanak,"Ikan belanak segar, langsung dari laut ke meja makan.","56.000,00"
,Mandonga,Wawonbalata,Ikan Kiper,"Ikan kiper segar, sumber protein yang tinggi untuk keluarga.","39.000,00"
,Mandonga,Wawonbalata,Ikan Mas Perak,Rasakan kelembutan ikan mas perak segar di setiap hidangan.,"28.000,00"
,Mandonga,Wawonbalata,Ikan Nila,"Ikan nila segar, kaya akan nutrisi untuk menu harian.","40.000,00"
,Mandonga,Wawonbalata,Ikan Kepala Ular,"Ikan kepala ular segar, siap untuk berbagai jenis olahan lezat.","90.000,00"
,Mandonga,Wawonbalata,Ikan Bulan-bulan,"Ikan bulan-bulan segar, sempurna untuk berbagai olahan kuliner.","82.000,00"
,Mandonga,Wawonbalata,Kacang Kapri,Kacang kapri ini bisa dijadikan bahan tambahan dalam sandwich atau wrap. Memberikan rasa segar dan renyah.,"32.000,00"
,Mandonga,Wawonbalata,Pare,"Pare segar dengan harga Rp 26.000/kg. Kualitas premium untuk masakan sehari-hari. Pare ini kaya akan nutrisi penting yang baik untuk tubuh. Ideal untuk segala jenis masakan sehat, dari sup hingga tumisan","26.000,00"
,Mandonga,Wawonbalata,Labu Air,"Labu air segar seharga Rp 115.000 per kilogram, ideal untuk berbagai jenis masakan sehat. Labu ini membantu menjaga keseimbangan cairan dalam tubuh dan meningkatkan kesehatan secara keseluruhan","115.000,00"
,Mandonga,Wawonbalata,Terong,"Terong segar hanya Rp 44.000 per 2 kilogram, cocok untuk hidangan sehari-hari yang sehat.","44.000,00"
,Mandonga,Wawonbalata,Brokoli,Jaga kesehatan dengan brokoli segar yang kaya manfaat!,"27.500,00"
,Mandonga,Wawonbalata,Kubis,Dapatkan kubis renyah dan bergizi untuk salad Anda,"9.000,00"
,Mandonga,Wawonbalata,Capsicum/Paprika,Paprika organik yang menambah kelezatan dan kesehatan pada setiap hidangan!,"28.000,00"
,Mandonga,Wawonbalata,Wortel,"Wortel lezat dan bergizi, ideal untuk sup, salad, dan tumisan!","11.000,00"
,Mandonga,Wawonbalata,Kembang Kol,"Kembang kol segar premium, per buah Rp12.500. Pas untuk sup dan tumis yang lezat. Segar dari kebun kami, segera pesan sebelum kehabisan","12.500,00"
,Mandonga,Wawonbalata,Timun,"Timun hijau segar, per buah Rp1.500. Ideal untuk camilan sehat atau tambahan salad. Segera pesan dan nikmati","1.500,00"
,Mandonga,Wawonbalata,Pepaya,"Pepaya segar matang pohon, hanya Rp8.750 per 1/2 kilo. Cocok untuk jus atau lalapan. Segera pesan dan nikmati manisnya","8.750,00"
,Mandonga,Wawonbalata,Kentang,"Kentang dari petani lokal, hanya Rp6.000 per 1/2 kilo. Sempurna untuk berbagai masakan sehat. Pesan sekarang dan rasakan bedanya","6.000,00"
,Mandonga,Wawonbalata,Labu,"Labu segar mengandung kalium tinggi, per buah Rp12.500. Ideal untuk menjaga kesehatan jantung Anda. Langsung dari petani, segera pesan dan rasakan manfaatnya","12.500,00"
,Mandonga,Wawonbalata,Lobak,"Lobak segar dan bergizi dengan kandungan antioksidan, hanya Rp5.300 per buah. Cocok untuk menjaga kesehatan sel. ","5.300,00"
,Mandonga,Wawonbalata,Tomat,"Tomat segar, dijual per buah cuma Rp1.000. Pas banget buat salad atau campuran masakan. Tomatnya segar dan enak, langsung dari petani. Jangan lewatkan kesempatan ini!","1.000,00"
,Nambo,Bangkutoko,Ikan Bandeng,"Ikan bandeng segar, cocok untuk berbagai jenis olahan.","33.500,00"
,Nambo,Bangkutoko,Ikan Lele,"Ikan Lele segar, sempurna untuk masakan goreng atau bakar.","26.000,00"
,Nambo,Bangkutoko,Ikan Betok,"Ikan betok segar, cocok untuk masakan berkuah atau goreng.","34.000,00"
,Nambo,Bangkutoko,Belut Air Tawar,"Belut air tawar berkualitas, segar dan bergizi.","77.000,00"
,Nambo,Bangkutoko,Ikan Emas,"Ikan emas segar, langsung dari kolam ke dapur Anda.","53.000,00"
,Nambo,Bangkutoko,Ikan Gurami,Rasakan kelezatan ikan gurami segar di setiap hidangan.,"63.000,00"
,Nambo,Bangkutoko,Ikan Mas Rumput,"Ikan mas rumput berkualitas, segar dan bergizi.","44.000,00"
,Nambo,Bangkutoko,Ikan Buntal Bintik Hijau,"Ikan buntal bintik hijau segar, sempurna untuk masakan goreng atau bakar.","162.000,00"
,Nambo,Bangkutoko,Ikan Belida,"Ikan belida segar, cocok untuk masakan berkuah atau goreng.","105.000,00"
,Nambo,Bangkutoko,Ikan Belanak,"Ikan belanak segar, sumber protein yang kaya untuk keluarga.","59.000,00"
,Nambo,Bangkutoko,Ikan Kiper,"Ikan kiper segar, mudah diolah menjadi hidangan spesial.","40.000,00"
,Nambo,Bangkutoko,Ikan Mas Perak,"Ikan mas perak segar, cocok untuk masakan panggang atau goreng.","29.000,00"
,Nambo,Bangkutoko,Ikan Nila,Dapatkan ikan nila segar berkualitas untuk masakan lezat.,"39.000,00"
,Nambo,Bangkutoko,Ikan Kepala Ular,"Ikan kepala ular segar, kaya akan rasa dan gizi.","95.000,00"
,Nambo,Bangkutoko,Ikan Bulan-bulan,"Ikan bulan-bulan segar, cocok untuk masakan panggang atau goreng.","75.000,00"
,Nambo,Bangkutoko,Kacang Kapri,Polong kacang kapri ini sempurna untuk hidangan segar seperti gado-gado atau pecel. Tambahkan saus kacang untuk rasa yang lezat.,"38.000,00"
,Nambo,Bangkutoko,Pare,"Pare segar dengan harga Rp 5.000/200g. Cocok untuk tambahan sayur sederhana. Pare ini kaya akan serat dan membantu menjaga kesehatan pencernaan. Pilihan tepat untuk menu harian Anda, tambahkan ke dalam sup atau sayur bening Anda","5.000,00"
,Nambo,Bangkutoko,Labu Air,"Labu air segar seharga Rp 120.000 per kilogram, sangat pas untuk hidangan sehari-hari. Tambahkan labu ini ke dalam masakan Anda untuk mendapatkan manfaat kesehatan yang luar biasa","120.000,00"
,Nambo,Bangkutoko,Terong,Nikmati terong segar dengan harga Rp 6.000 per 300 gram. Terong ini ideal untuk dijadikan tambahan sayur dalam menu harian Anda,"6.000,00"
,Nambo,Bangkutoko,Brokoli,"Brokoli hijau dan renyah, sumber vitamin yang luar biasa!","36.000,00"
,Nambo,Bangkutoko,Kubis,"Kubis organik segar untuk hidup sehat Anda, hanya Rp 12.500 per kilogram!","12.500,00"
,Nambo,Bangkutoko,Capsicum/Paprika,"Paprika manis dan pedas, sempurna untuk setiap hidangan favorit Anda!","28.500,00"
,Nambo,Bangkutoko,Wortel,"Wortel lokal yang segar dan bergizi, ideal untuk berbagai kreasi masakan!","13.500,00"
,Nambo,Bangkutoko,Kembang Kol,"Kembang kol segar baru tiba, hanya Rp22.500 per kilo. Cocok untuk berbagai masakan, dari sup hingga dipanggang. Segar dan berkualitas, segera pesan sekarang","22.500,00"
,Nambo,Bangkutoko,Timun,"Timun segar berkualitas, per kilo hanya Rp14.000. Cocok untuk jus segar atau lalapan. Segera pesan dan nikmati kesegarannya","14.000,00"
,Nambo,Bangkutoko,Pepaya,"Pepaya pilihan, per 1/2 kilo Rp9.000. Sempurna untuk salad buah atau jus segar. Langsung dari kebun, segar dan manis","9.000,00"
,Nambo,Bangkutoko,Kentang,"Kentang berkualitas premium, per 1/2 kilo Rp6.500. Cocok untuk berbagai olahan masakan. ","6.500,00"
,Nambo,Bangkutoko,Labu,"Labu segar kaya akan vitamin A, hanya Rp20.000 per kilo. Ideal untuk menjaga kesehatan mata dan kulit Anda. ","20.000,00"
,Nambo,Bangkutoko,Lobak,"Lobak premium kaya akan vitamin A, per buah Rp5.200. Sempurna untuk menjaga kesehatan mata Anda.","5.200,00"
,Nambo,Bangkutoko,Tomat,"Tomat segar, dijual per buah cuma Rp1.000. Pas banget buat salad atau campuran masakan. Tomatnya segar dan enak, langsung dari petani. Jangan lewatkan kesempatan ini!","1.000,00"
,Nambo,Nambo,Ikan Bandeng,"Ikan bandeng segar, sempurna untuk masakan berkuah atau panggang.","29.500,00"
,Nambo,Nambo,Ikan Lele,Rasakan kelembutan ikan Lele segar di setiap hidangan.,"24.000,00"
,Nambo,Nambo,Ikan Betok,Rasakan kelezatan ikan betok segar di setiap hidangan.,"28.500,00"
,Nambo,Nambo,Belut Air Tawar,Rasakan kelembutan belut air tawar segar di setiap hidangan.,"80.000,00"
,Nambo,Nambo,Ikan Emas,"Ikan emas berkualitas, segar dan bergizi.","49.000,00"
,Nambo,Nambo,Ikan Gurami,"Ikan gurami berkualitas, segar dan bergizi.","75.000,00"
,Nambo,Nambo,Ikan Mas Rumput,"Ikan mas rumput segar, langsung dari kolam ke dapur Anda.","46.000,00"
,Nambo,Nambo,Ikan Buntal Bintik Hijau,"Ikan buntal bintik hijau segar, cocok untuk berbagai masakan lezat.","175.000,00"
,Nambo,Nambo,Ikan Belida,Rasakan kenikmatan ikan belida segar di setiap hidangan.,"97.000,00"
,Nambo,Nambo,Ikan Belanak,"Ikan belanak segar, mudah diolah menjadi hidangan istimewa.","58.000,00"
